t,Site,IMSI,TAC,SNR,SVN,GTPUPDLIP,GTPUPULIP,MCC,MNC,LAC,ULI,SAC,TicketType,APN,PATH,LocDomain,Volume,ActiveSecondsDlSum,ActiveSecondsUlSum,BYTESDownlinkSum,BYTESUplinkSum,BYTESRETRASMDownlinkSum,BYTESRETRASMUplinkSum,CXTBytesDLSum,CXTBytesULSum,CXTDurationSum,IfCXTDurationSum,TCPMSLatencyMsecSum,IfTCPMSLatencyMsecSum,TCPNWLatencyMsecSum,IfTCPNWLatencyMsecSum
1433528099,C_gngyserver_NET0,228031790028054,1264500,36653,22,10.8.3.132,213.55.204.146,228,3,6003,-1,32957,3219,unspec,apple_push,0,2,2,3,716,912,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800801142,35835206,491820,5,10.67.10.137,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,https,1,2,3,7,4962,4974,0,0,0,0,0,0,46,1,183,1
1433528099,C_gngyserver_NET0,228036740088149,35868605,398195,10,10.67.64.122,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,tcp,1,1,1,1,1231,967,0,0,0,0,0,0,13,1,118,1
1433528099,C_gngyserver_NET0,228035880014278,35153306,260771,1,10.42.72.10,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,Unknown,1,1,0,0,0,0,0,0,200,0,7225,1,0,0,0,0
1433528099,C_gngyserver_NET0,228035750088103,1341300,125527,6,10.77.7.134,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,https,1,2,9,10,51074,19204,0,0,0,0,0,0,50,2,121,2
1433528099,C_gngyserver_NET0,228032800222271,35695106,765759,5,10.8.3.6,213.55.204.144,228,3,6001,-1,31528,3219,unspec,https,0,4,38,33,39802,37982,0,64,0,0,0,0,236,4,577,4
1433528099,C_gngyserver_NET0,228035850062905,35854705,769910,6,10.67.65.7,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,https,1,1,5,5,24573,14459,0,1434,0,0,0,0,29,1,11,1
1433528099,C_gngyserver_NET0,228032800028648,35488606,741367,1,10.8.3.134,213.55.204.143,228,3,6001,-1,31172,3219,unspec,apple_push,0,1,1,1,121,173,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228034170014926,35885305,64229,1,10.8.3.4,213.55.204.142,228,3,6003,-1,53392,3219,unspec,skype_https,0,1,4,4,6121,5114,0,0,0,0,0,0,924,1,30,1
1433528099,C_gngyserver_NET0,228031780097840,35205506,468400,10,10.67.16.132,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,https,1,1,10,10,23876,14366,0,0,0,0,0,0,13,1,142,1
1433528099,C_gngyserver_NET0,228033780045193,35374906,237795,1,10.42.64.24,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,1,2,1,3277,992,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228034750017333,35368706,296089,1,10.8.3.5,213.55.204.146,228,3,8004,-1,58702,3219,unspec,facebook_dns,0,1,5,9,5333,7464,0,0,0,0,0,0,88,1,35,1
1433528099,C_gngyserver_NET0,228035750054513,35322206,141975,1,10.77.3.159,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,http,1,1,2,11,852,2109,0,0,0,0,0,0,29,1,0,0
1433528099,C_gngyserver_NET0,228036730053598,35868405,966654,10,10.9.5.204,213.55.204.145,228,3,7007,-1,46757,3219,unspec,dns,0,1,2,2,1791,2793,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800222936,35197706,935011,7,10.67.25.1,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,2,2,512,436,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800068960,35488606,721826,1,10.77.0.151,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,pop3s,1,3,10,11,55604,8447,1434,0,0,0,0,0,92,3,51,3
1433528099,C_gngyserver_NET0,228034710048769,35591105,654734,28,213.55.204.73,213.55.204.141,228,3,8004,-1,39581,3219,unspec,https,0,15,8,129,968,10002,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035820098079,35274506,45081,1,10.42.69.10,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,https,1,4,7,8,7151,4099,0,0,0,0,0,0,47,2,76,2
1433528099,C_gngyserver_NET0,228035800086348,35744105,66290,1,213.55.204.70,213.55.204.142,228,3,6006,-1,15058,3219,unspec,xmpp_client,0,1,3,2,644,612,0,0,0,0,0,0,264,1,115,1
1433528099,C_gngyserver_NET0,228031830026296,1242600,434886,22,10.8.3.133,213.55.204.142,228,3,8006,-1,36675,3219,unspec,dns,0,1,2,2,825,528,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035800090006,35690006,200967,1,10.42.72.116,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,2,2,2,282,460,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031720083722,1366800,794994,22,213.55.204.70,213.55.204.141,228,3,6001,-1,11090,3219,unspec,https,0,1,1,0,40,0,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031740052204,35383606,760009,78,213.55.204.73,213.55.204.141,228,3,6003,-1,32629,3219,unspec,imap,0,14,5,354,634,43384,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035720047969,35909305,866454,1,10.42.74.225,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,android_market,1,1,4,4,1036,1561,0,0,0,0,0,0,475,1,45,1
1433528099,C_gngyserver_NET0,228035850057061,35443006,549126,5,10.156.163.137,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,http,1,3,29,34,161788,58532,0,127,0,0,0,0,59,2,52,2
1433528099,C_gngyserver_NET0,228035830097979,35871405,585195,1,10.67.66.27,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,android_market,1,1,4,4,1246,1614,0,0,0,0,0,0,37,1,27,1
1433528099,C_gngyserver_NET0,228032800289984,35695606,435774,5,213.55.204.73,213.55.204.142,228,3,6001,-1,31276,3219,unspec,https,0,1,7,8,10244,3326,0,0,0,0,0,0,92,1,44,1
1433528099,C_gngyserver_NET0,228033720026472,35205006,299382,10,10.42.74.203,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,1,7,8,56905,23195,0,0,0,0,0,0,49,1,82,1
1433528099,C_gngyserver_NET0,228031790021842,35168006,636109,68,10.77.0.159,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,imap,1,2,3,2,2117,986,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035790017304,35582806,276723,1,10.42.74.200,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,https,1,7,81,76,573789,622932,2840,4564,0,0,0,0,81,3,185,3
1433528099,C_gngyserver_NET0,228035800093935,35408405,92139,1,10.8.3.6,213.55.204.143,228,3,6001,-1,31593,3219,unspec,skype_https,0,1,5,5,80677,11518,0,0,0,0,0,0,42,1,61,1
1433528099,C_gngyserver_NET0,228035880010214,1320600,272249,18,10.8.3.132,213.55.204.142,228,3,6003,-1,34284,3219,unspec,https,0,2,24,23,513992,85450,0,3914,0,0,0,0,237,2,251,2
1433528099,C_gngyserver_NET0,228031880025681,35374906,428647,1,10.67.66.73,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,xmpp_client,1,4,6,6,2370,1675,0,0,0,0,0,0,27,1,122,1
1433528099,C_gngyserver_NET0,228036710081745,35535406,162943,1,213.55.204.71,213.55.204.143,228,3,22300,-1,48723,3219,unspec,https,0,1,6,2,5037,2331,0,0,0,0,0,0,28,1,13,1
1433528099,C_gngyserver_NET0,228035820085436,35882605,573882,10,10.42.74.159,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,dns,1,2,4,4,2358,1110,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035720050478,35517205,976222,1,213.55.204.70,213.55.204.145,228,3,6003,-1,17046,3219,unspec,imap,0,1,9,8,6596,2716,0,0,0,0,0,0,247,1,33,1
1433528099,C_gngyserver_NET0,228032710048003,35695506,8578,3,10.77.7.6,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,1,2,1,498,194,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800167959,35205406,655065,10,10.67.64.11,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,dns,1,2,4,4,1340,636,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800067060,35488606,744418,1,10.67.64.199,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,android_market,1,1,5,5,6091,5713,0,0,0,0,0,0,36,1,30,1
1433528099,C_gngyserver_NET0,228036760084337,35744105,270914,1,10.67.28.94,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,1,4,6,2621,5268,0,0,0,0,0,0,15,1,31,1
1433528099,C_gngyserver_NET0,228032800010448,35188506,735589,1,10.67.11.1,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,skype_https,1,1,9,9,1150557,74285,1420,0,0,0,0,0,68,1,19,1
1433528099,C_gngyserver_NET0,228032800831055,35205106,168982,5,10.8.3.4,213.55.204.144,228,3,6003,-1,52905,3219,unspec,https,0,1,7,7,13979,18628,0,421,0,0,0,0,86,1,153,1
1433528099,C_gngyserver_NET0,228031830043500,35397605,251170,1,10.8.3.132,213.55.204.145,228,3,6003,-1,57221,3219,unspec,https,0,6,25,17,15247,8463,0,0,0,0,0,0,455,3,179,3
1433528099,C_gngyserver_NET0,228032800410862,35755806,643050,1,10.67.64.228,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,https,1,1,2,2,293,265,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800296261,35923706,214794,4,10.42.68.133,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,Unknown,1,1,0,0,0,0,0,0,4571,3366,540,1,0,0,0,0
1433528099,C_gngyserver_NET0,228035740068779,1371100,63904,12,10.67.11.133,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,3,4,9336,3342,0,0,0,0,0,0,12,1,124,1
1433528099,C_gngyserver_NET0,228034760021785,1363000,482592,12,10.8.3.134,213.55.204.144,228,3,6001,-1,31060,3219,unspec,apple_push,0,2,5,6,4586,6475,0,0,0,0,0,0,26,1,254,1
1433528099,C_gngyserver_NET0,228031840010619,1303800,173904,18,10.8.3.5,213.55.204.143,228,3,8006,-1,36671,3219,unspec,binary-download,0,1,7,7,9786,6530,0,0,0,0,0,0,43,1,0,0
1433528099,C_gngyserver_NET0,228034710096785,35868605,918493,10,10.8.3.133,213.55.204.141,228,3,8004,-1,56294,3219,unspec,dns,0,1,4,4,13080,4717,0,0,0,0,0,0,49,1,96,1
1433528099,C_gngyserver_NET0,228032800454976,35746006,537189,1,10.42.74.43,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,https,1,4,4,4,1691,2702,0,0,0,0,0,0,32,1,3,1
1433528099,C_gngyserver_NET0,228031870048245,35684305,84806,1,10.8.3.5,213.55.204.145,228,3,8006,-1,57073,3219,unspec,android_market,0,2,5,5,5187,2002,0,0,0,0,0,0,46,1,45,1
1433528099,C_gngyserver_NET0,228031780054483,35880005,71548,10,10.8.3.132,213.55.204.143,228,3,6003,-1,32916,3219,unspec,dns,0,2,11,15,39427,22767,2800,211,0,0,0,0,92,2,402,2
1433528099,C_gngyserver_NET0,228031720059907,35303806,244677,10,213.55.204.73,213.55.204.141,228,3,8004,-1,36048,3219,unspec,http,0,1,1,10,370,1204,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031880040719,35883105,232659,8,10.8.3.4,213.55.204.143,228,3,6003,-1,32279,3219,unspec,dns,0,3,9,10,3162,2921,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036760076477,35342106,82419,1,10.67.26.195,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,http,1,1,12,10,12666,14095,0,0,0,0,0,0,31,1,2,1
1433528099,C_gngyserver_NET0,228031840018325,35746006,537839,1,10.87.0.37,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,http,1,1,13,15,48035,15628,0,0,0,0,0,0,79,1,30,1
1433528099,C_gngyserver_NET0,228036740076775,35204706,31631,10,10.42.75.81,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,https,1,1,3,3,4268,1696,0,0,0,0,0,0,16,1,29,1
1433528099,C_gngyserver_NET0,228032800008850,86457801,541892,1,10.42.72.105,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,android_market,1,4,19,14,12975,7643,0,477,0,0,0,0,57,2,124,2
1433528099,C_gngyserver_NET0,228031880006467,35299106,832292,1,10.77.7.135,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,https,1,1,1,1,652,602,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036760054151,35157406,109562,1,10.42.196.197,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,skype_https,1,1,8,8,32264,9840,0,0,0,0,0,0,26,1,31,1
1433528099,C_gngyserver_NET0,228035810076457,35836506,775589,3,10.67.29.132,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,7,6,1984,1863,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800802877,35836506,440094,5,213.55.204.68,213.55.204.142,228,3,6006,-1,13872,3219,unspec,skype_https,0,1,6,7,5115,3115,1434,0,0,0,0,0,145,1,44,1
1433528099,C_gngyserver_NET0,228036700095814,35156505,317911,1,10.8.3.5,213.55.204.146,228,3,8004,-1,36082,3219,unspec,facebook_dns,0,2,12,12,5951,3631,0,0,0,0,0,0,54,1,111,1
1433528099,C_gngyserver_NET0,228036720007338,35161606,541311,10,10.67.27.1,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,imap,1,1,1,1,52,52,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031780091133,35713905,801455,1,10.67.29.135,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,1,0,3,0,664,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032710076301,1275300,212599,22,10.8.3.134,213.55.204.141,228,3,6001,-1,51098,3219,unspec,imap,0,1,30,33,122456,38136,0,0,0,0,0,0,34,1,90,1
1433528099,C_gngyserver_NET0,228035740083684,35206806,534360,1,10.9.5.196,213.55.204.144,228,3,7007,-1,43402,3219,unspec,apple_push,0,2,2,2,252,452,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031800031339,35836706,606596,4,10.8.3.6,213.55.204.144,228,3,6001,-1,31188,3219,unspec,apple_push,0,1,4,4,11608,3948,0,0,0,0,0,0,52,1,139,1
1433528099,C_gngyserver_NET0,228036710061616,35206106,874357,5,10.8.3.134,213.55.204.144,228,3,6006,-1,35343,3219,unspec,facebook_dns,0,1,8,15,9627,7670,137,0,0,0,0,0,443,1,32,1
1433528099,C_gngyserver_NET0,228036730065960,35866105,937511,1,10.77.3.145,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,2,3,3,928,935,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036740075793,35197606,629133,7,10.42.72.10,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,1,1,1,126,226,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036740088100,35883105,22661,8,213.55.204.68,213.55.204.145,228,3,6003,-1,13111,3219,unspec,apple_push,0,2,6,5,751,5062,126,2868,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031860024193,35826705,255599,1,10.42.69.15,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,2,3,5,8654,5626,0,268,0,0,0,0,33,1,24,1
1433528099,C_gngyserver_NET0,228031820032292,35152405,492099,1,10.8.3.134,213.55.204.145,228,3,6001,-1,31302,3219,unspec,browsing,0,2,56,56,1172339,216820,3808,0,0,0,0,0,109,2,3,1
1433528099,C_gngyserver_NET0,228033780030266,1318700,108863,13,10.8.3.5,213.55.204.141,228,3,8004,-1,38548,3219,unspec,skype_https,0,5,104,106,15126067,352614,9939,0,0,0,0,0,1243,5,343,5
1433528099,C_gngyserver_NET0,228031870039836,35943505,169063,1,10.8.3.5,213.55.204.143,228,3,8004,-1,36353,3219,unspec,xmpp_client,0,1,1,1,122,129,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031760094021,35274506,48390,1,10.67.8.138,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,https,1,2,3,3,1729,1433,0,0,0,0,0,0,29,1,114,1
1433528099,C_gngyserver_NET0,228031790031308,35442706,241703,5,10.67.64.4,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,1,5,5,7415,4990,0,0,0,0,0,0,15,1,192,1
1433528099,C_gngyserver_NET0,228035840063196,35697706,726928,4,10.67.11.183,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,1,3,3,4197,3644,0,0,0,0,0,0,55,1,237,1
1433528099,C_gngyserver_NET0,228032800349556,35675306,901963,1,10.200.99.41,213.55.204.144,228,3,22300,-1,51521,3219,unspec,skype_https,0,1,3,4,13049,7093,0,174,0,0,0,0,48,1,47,1
1433528099,C_gngyserver_NET0,228033780031735,1318400,696019,16,10.8.3.4,213.55.204.145,228,3,6003,-1,32818,3219,unspec,dns,0,2,5,5,1270,530,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035810075751,35854305,285409,10,10.42.64.23,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,dns,1,2,4,4,1498,714,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035750083905,35201706,889337,10,10.8.3.134,213.55.204.141,228,3,6006,-1,35052,3219,unspec,https,0,3,6,8,693,574,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032710031907,1359800,37374,18,10.8.3.4,213.55.204.144,228,3,6003,-1,32616,3219,unspec,apple_push,0,1,1,2,178,210,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035810062212,35201506,275136,10,10.77.3.136,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,https,1,3,40,40,1319833,199239,1434,2073,0,0,0,0,43,3,42,3
1433528099,C_gngyserver_NET0,228035700074554,35733606,522217,1,10.67.29.196,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,https,1,8,19,21,20802,18966,1464,0,0,0,0,0,41,2,49,2
1433528099,C_gngyserver_NET0,228031730091313,1283800,153358,22,213.55.204.70,213.55.204.141,228,3,8004,-1,16502,3219,unspec,dns,0,1,3,3,2352,1513,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800373461,86385902,792245,1,10.8.3.6,213.55.204.143,228,3,6001,-1,31651,3219,unspec,https,0,3,23,17,43575,12168,538,0,0,0,0,0,357,2,136,2
1433528099,C_gngyserver_NET0,228035790037625,35780005,646311,1,10.67.27.235,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,android_market,1,1,4,3,346,475,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036750050151,35610006,944399,1,10.67.26.143,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,1,7,11,810210,53737,1434,326,0,0,0,0,21,1,25,1
1433528099,C_gngyserver_NET0,228035840019073,35283606,708466,1,10.42.72.145,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,imap,1,2,19,19,35218,16713,0,452,0,0,0,0,18,1,61,1
1433528099,C_gngyserver_NET0,228035750079655,35374906,886987,1,10.67.65.13,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,skype_https,1,1,10,10,89785,20431,0,0,0,0,0,0,39,1,57,1
1433528099,C_gngyserver_NET0,228032800456101,1371300,315766,12,10.67.64.72,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,2,2,896,554,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228034130035601,35609906,54073,1,10.8.3.133,213.55.204.142,228,3,8004,-1,39297,3219,unspec,https,0,3,12,9,21407,4514,0,0,0,0,0,0,283,1,23,1
1433528099,C_gngyserver_NET0,228033750023871,35866105,633070,76,10.8.3.132,213.55.204.143,228,3,6003,-1,33312,3219,unspec,https,0,1,5,4,4798,3248,0,0,17566,17040,152,1,39,1,54,1
1433528099,C_gngyserver_NET0,228035830083049,35882705,207290,3,10.67.64.67,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,1,1,224,128,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800074552,35166606,126835,1,10.42.74.43,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,2,7,9,27687,35259,1434,0,0,0,0,0,88,2,42,2
1433528099,C_gngyserver_NET0,228033750010358,35365206,316433,9,10.8.3.6,213.55.204.146,228,3,6006,-1,39221,3219,unspec,https,0,2,34,32,1106639,120687,0,6415,0,0,0,0,38,1,18,1
1433528099,C_gngyserver_NET0,228036740096953,35871405,908924,1,10.67.27.12,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,https,1,5,13,13,10443,13378,0,0,0,0,0,0,27,2,53,2
1433528099,C_gngyserver_NET0,228034710062562,35558906,228836,1,10.77.0.158,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,3,3,3,280,442,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228034720069368,35854405,345258,8,10.8.3.6,213.55.204.144,228,3,6001,-1,31593,3219,unspec,facebook_dns,0,2,37,38,1795067,199291,1434,29182,0,0,0,0,81,2,84,2
1433528099,C_gngyserver_NET0,228036710062124,35827005,800762,10,10.77.7.136,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,xmpp_client,1,2,3,4,288,411,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800216389,35588906,403125,2,10.9.5.204,213.55.204.146,228,3,7007,-1,47490,3219,unspec,apple_push,0,1,1,1,750,751,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800400833,35746006,129877,1,10.77.3.137,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,https,1,6,19,22,37522,18358,0,0,0,0,0,0,94,6,216,6
1433528099,C_gngyserver_NET0,228036750088062,35443006,38454,5,10.42.75.38,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,udp,1,1,2,2,373,292,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035750062630,1340600,554943,12,213.55.204.70,213.55.204.145,228,3,6001,-1,11139,3219,unspec,Unknown,0,1,0,0,0,0,0,0,5538,6130,4759,1,0,0,0,0
1433528099,C_gngyserver_NET0,228035730089285,35443206,530656,5,194.24.157.134,213.55.204.145,232,5,2012,-1,31120,3219,unspec,Unknown,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800306315,35205406,541215,10,10.67.2.252,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,imap,1,3,25,24,38014,43190,0,0,0,0,0,0,73,2,197,2
1433528099,C_gngyserver_NET0,228036730050001,35922806,532146,5,10.42.75.81,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,https,1,1,5,6,13255,9401,0,408,0,0,0,0,14,1,77,1
1433528099,C_gngyserver_NET0,228031870045476,35528206,25510,1,10.77.3.159,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,https,1,8,109,117,23660111,672474,1434,1939,0,0,0,0,89,5,121,5
1433528099,C_gngyserver_NET0,228032800174616,35443406,361160,1,10.67.65.11,10.8.31.141,-1,-1,-1,-1,-1,3219,unspec,https,1,3,106,114,883276,182066,0,0,0,0,0,0,173,3,240,3
1433528099,C_gngyserver_NET0,228035780085868,1340500,405722,7,10.8.3.6,213.55.204.145,228,3,6001,-1,31803,3219,unspec,apple_push,0,1,3,3,368,367,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228033720063146,35207006,311241,2,10.77.0.140,10.8.31.164,-1,-1,-1,-1,-1,3219,unspec,apple_push,1,2,9,73,3547,24749,0,0,0,0,0,0,17,1,124,1
1433528099,C_gngyserver_NET0,228035740051615,1362600,709718,11,10.8.3.6,213.55.204.144,228,3,6001,-1,31146,3219,unspec,dns,0,1,2,2,314,137,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228036740079545,35698406,862519,5,10.77.1.160,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,udp,1,1,4,4,609,425,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800317250,35205106,501827,8,10.67.3.2,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,1,1,324,148,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228035760051572,35868405,701342,10,10.8.3.6,213.55.204.143,228,3,6006,-1,32149,3219,unspec,apple_push,0,1,2,2,104,1772,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800222058,35695606,518231,5,10.8.3.133,213.55.204.141,228,3,8004,-1,36441,3219,unspec,dns,0,2,3,4,1086,666,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032750041305,35205106,25594,5,10.8.3.6,213.55.204.143,228,3,6001,-1,31054,3219,unspec,imap,0,1,21,22,49456,29961,0,0,0,0,0,0,193,1,35,1
1433528099,C_gngyserver_NET0,228034720068661,35854305,674942,9,213.55.204.72,213.55.204.141,228,3,7007,-1,5841,3219,unspec,Unknown,0,1,0,0,0,0,0,0,0,0,5445,1,0,0,0,0
1433528099,C_gngyserver_NET0,228032780029479,1296200,60243,19,10.8.3.134,213.55.204.145,228,3,6001,-1,51383,3219,unspec,https,0,2,2,4,3681,3208,0,0,0,0,0,0,28,1,39,1
1433528099,C_gngyserver_NET0,228031840027821,35858805,556248,1,10.67.64.171,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,imap,1,1,8,10,15934,5205,0,0,0,0,0,0,13,1,12,1
1433528099,C_gngyserver_NET0,228031830042322,35610006,958821,1,10.77.7.155,10.8.31.143,-1,-1,-1,-1,-1,3219,unspec,facebook_dns,1,1,1,1,40,114,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228031770082417,35374806,584680,1,10.156.160.80,10.8.31.142,-1,-1,-1,-1,-1,3219,unspec,dns,1,1,1,1,147,122,0,0,0,0,0,0,0,0,0,0
1433528099,C_gngyserver_NET0,228032800130934,35880305,301395,10,10.67.11.198,10.8.31.165,-1,-1,-1,-1,-1,3219,unspec,http,1,2,37,26,144571,22414,11122,615,0,0,0,0,9309,2,23,1
1433528099,C_gngyserver_NET0,228035720098268,35207306,140376,5,10.67.11.131,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,Unknown,1,1,0,0,0,0,0,0,6082643,1275327,30288,1,0,0,0,0
1433528099,C_gngyserver_NET0,228031750024590,35342106,82308,1,10.8.3.134,213.55.204.141,228,3,6006,-1,55172,3219,unspec,xmpp_client,0,1,2,2,394,355,0,0,23309,16853,30,1,0,0,0,0
1433528099,C_gngyserver_NET0,228032800852661,35925506,504793,5,10.67.15.249,10.8.31.140,-1,-1,-1,-1,-1,3219,unspec,https,1,1,3,6,8713,3759,0,0,0,0,0,0,22,1,30,1
